Movie_name,Rating,Votes,Duration,genre
Ape X Mecha Ape: New World Order,2.9, (150),1h 27m,action
Texas Twister,2.5, (161),1h 28m,action
The Moon Thieves,6.0, (295),1h 48m,action
Rang De Basanti,6.8, (179),2h 54m,action
Desperado,6.0, (154),1h 40m,action
Nine-Ring Golden Dagger,5.0, (31),1h 34m,action
Thiragabadara Saami,3.9, (120),1h 55m,action
Babu,7.2, (189),2h 22m,action
Genis Aile 4: Cevahir & Ulvi,4.7, (279),1h 30m,action
Hit List,5.5, (316),2h 5m,action
Usha Parinayam,9.0, (2.1K),2h 24m,action
Election,5.8, (807),2h,action
Andromeda: 1883,4.0, (19),1h 15m,action
Black Storm,6.6, (72),1h 37m,action
Love You to Debt,6.3, (774),2h 15m,action
Spirit Riser,6.6, (39),1h 38m,action
The Bouncer,4.1, (101),1h 18m,action
Crosspoint,6.6, (59),1h 40m,action
September Babies,5.5, (296),1h 34m,action
Shu Si Yi Bo,6.7, (39),1h 31m,action
Fyre Rises,6.1, (327),1h 50m,action
The Last Chainsaw Massacre,3.7, (43),1h 15m,action
Nu Huo 12 Xiao Shi,6.1, (56),1h 26m,action
Death Game,6.3, (26),1h 28m,action
Supplier Shankara,9.3, (73),2h 43m,action
Bloody Escape: Bats out of Hell,5.4, (60),1h 40m,action
Aserb: The Squadron,5.2, (329),2h,action
Breaking and Re-entering,5.8, (463),1h 49m,action
Return to the Ring,5.3, (753),1h 46m,action
Saala,5.6, (1.1K),2h 10m,action
Transformers Prime: Galavatron's Revenge,4.4, (17),1h 44m,action
Neo-Dome,6.0, (19),15m,action
Checkmate,4.3, (400),1h 44m,action
Jorge da Capadócia,5.9, (164),1h 59m,action
Camp Blood: Clown Shark,3.2, (94),1h 10m,action
Purushothamudu,8.0, (22),2h,action
Dark Fusion,8.5, (241),1h 30m,action
Kadakan,3.9, (115),2h 8m,action
Sayen: The Huntress,4.4, (263),1h 28m,action
Next to Us,4.8, (229),2h 5m,action
Bandaa Singh Chaudhary,6.0, (5.3K),1h 53m,action
Hakkenden,5.9, (82),2h 29m,action
The Slave and the Sorcerer,6.5, (47),1h 26m,action
Iravinil Aatam Par,3.3, (154),1h 58m,action
Star Abyss,3.8, (268),1h 26m,action
Rob N Roll,6.1, (1.5K),1h 38m,action
Buddy,3.8, (359),2h 17m,action
Bonnie,7.2, (46),2h,action
Oru Anveshanathinte Thudakkam,6.9, (835),3h 1m,action
Average Student Nani,7.4, (2.3K),2h 18m,action
The Experts,6.2, (307),2h 1m,action
Young Lion of the West,5.3, (110),1h 33m,action
Bloodline,9.2, (50),1h 20m,action
Hrashwo Deergha,7.5, (107),2h 30m,action
Sumaho o otoshita dake na no ni: Saishusho Final Hacking Game,6.7, (29),1h 56m,action
Kiyma: Orman Kanunlari,3.9, (43),1h 21m,action
Tariq,6.2, (18),2h 2m,action
Memes & Nightmares,5.7, (92),1h 21m,action
The Omicron Killer,2.9, (599),1h 38m,action
London Gangsters,4.6, (12),1h 44m,action
Aho Vikramaarka,7.2, (63),2h 16m,action
Shadows of Betrayal: Chronicles of Ian Blair,7.5, (14),1h 5m,action
