Movie_name,Rating,Votes,Duration,genre
Raja Rani,9.3, (101),2h 14m,crime
Aranam,7.5, (403),2h 7m,crime
Marine Drive,9.5, (50),1h 45m,crime
The Victims,5.9, (90),1h 39m,crime
Vrutos,8.4, (9),1h 40m,crime
Kala Ratri,6.8, (15),2h 2m,crime
Common Sense,3.4, (21),1h 8m,crime
Black Girl Fatal,8.3, (8),2h 2m,crime
The London Underground Killer,4.7, (93),1h 31m,crime
Kingdom Reign,8.4, (38),1h 59m,crime
The Station Strangler,7.6, (6),1h 39m,crime
Dark World,4.9, (19),2h 15m,crime
4N6,9.6, (62),1h 57m,crime
Jimmy's Friends,7.1, (14),1h 34m,crime
Tiempo de Pagar,7.2, (53),1h 3m,crime
Gally Gang Stars,8.9, (2K),2h 37m,crime
AK47,7.2, (15),2h 26m,crime
What Lies Within,5.2, (13),1h 30m,crime
My Home Hero the Movie,6.7, (13),1h 57m,crime
Los Hijos De Camelia y Emilio,6.6, (39),1h 22m,crime
Dream Lock,8.6, (23),1h 40m,crime
The Dealer,7.8, (14),2h,crime
Laandhar,4.2, (99),1h 57m,crime
The Bottom Line,6.7, (14),1h 47m,crime
Meitantei Conan Bâsasu Kaitô Kiddo,6.1, (173),1h 21m,crime
Charlotte Link - Ohne Schuld,5.5, (43),1h 29m,crime
Netru Indha Neram,5.5, (136),2h 20m,crime
"Milk, Rice, and the Blood",7.5, (154),45m,crime
Lesní vrah,4.2, (80),1h 18m,crime
Crime Reel,7.5, (141),1h 51m,crime
La mort viendra,6.0, (43),1h 41m,crime
ONENESS,9.4, (21),1h 55m,crime
Jalandhara,9.1, (547),1h 50m,crime
Hain,2.9, (51),1h 35m,crime
Money No Enough 3,6.0, (267),2h 18m,crime
Maloney - Die ersten drei haarsträubenden Fälle,6.8, (79),1h 38m,crime
Der Wien-Krimi: Blind ermittelt - Tod im Palais,6.9, (30),1h 28m,crime
Valleyheart,8.6, (38),1h 38m,crime
Abduction Chronicles,8.6, (37),2h 6m,crime
Zeke,6.6, (10),50m,crime
Lipstick,6.2, (32),2h 25m,crime
Castillo,7.9, (36),2h 8m,crime
Beneath the Fold,7.3, (31),1h 20m,crime
Koresha,3.0, (66),1h 26m,crime
Opportunity,8.9, (91),1h 36m,crime
Real Estate Sisters,4.4, (30),1h 24m,crime
Nero,7.3, (7),1h 45m,crime
Hani,7.8, (5),1h 13m,crime
Leha,2.3, (42),1h 38m,crime
Theppa Samudram,7.4, (1.6K),2h 13m,crime
5D,8.1, (580),2h 9m,crime
Vallavan Vaguthadhada,6.5, (59),1h 44m,crime
Spending Some Time Together,6.9, (29),2h 26m,crime
Dheera Samrat,9.8, (99),2h 3m,crime
First Rites,6.0, (7),1h 54m,crime
Vergüenza,6.9, (25),1h 43m,crime
Chacaleria,7.8, (421),1h 56m,crime
Downfall of the Crypto King (theatrical feature),6.2, (37),1h 30m,crime
Walk the Line,5.5, (97),1h 55m,crime
Mudo Kannu,6.6, (2.1K),1h 40m,crime
Metamorfosi dell'essere,7.0, (90),1h 45m,crime
